Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,FBI Code,X Coordinate,Y Coordinate,Year,Location
01/03/2017 10:00:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,813,05,nan,nan,2017,nan
01/03/2017 12:00:00 PM,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,False,False,522,04A,nan,nan,2017,nan
01/03/2017 01:15:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,815,11,nan,nan,2017,nan
01/03/2017 03:39:00 PM,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,True,False,731,08A,nan,nan,2017,nan
01/03/2017 06:30:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,822,05,nan,nan,2017,nan
01/03/2017 01:00:00 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,False,True,232,04B,nan,nan,2017,nan
01/03/2017 07:10:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1732,14,nan,nan,2017,nan
01/03/2017 09:00:00 AM,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,924,06,nan,nan,2017,nan
01/03/2017 04:45:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1722,06,nan,nan,2017,nan
01/03/2017 01:45:00 AM,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,1111,08B,nan,nan,2017,nan
01/03/2017 11:00:00 AM,THEFT,FROM BUILDING,OTHER,False,False,1934,06,nan,nan,2017,nan
01/03/2017 04:00:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1822,06,nan,nan,2017,nan
01/03/2017 02:30:00 PM,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,False,1831,26,nan,nan,2017,nan
01/03/2017 07:45:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1732,14,nan,nan,2017,nan
01/03/2017 02:00:00 PM,THEFT,POCKET-PICKING,CTA STATION,False,False,113,06,nan,nan,2017,nan
01/03/2017 05:17:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,1211,26,nan,nan,2017,nan
01/03/2017 04:37:00 PM,BATTERY,SIMPLE,SIDEWALK,False,False,1832,08B,nan,nan,2017,nan
01/03/2017 04:45:00 PM,THEFT,FROM BUILDING,BARBERSHOP,False,False,1833,06,nan,nan,2017,nan
01/03/2017 04:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,08B,nan,nan,2017,nan
01/03/2017 03:00:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1711,06,nan,nan,2017,nan
01/03/2017 01:15:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,08B,nan,nan,2017,nan
01/03/2017 02:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,513,08B,nan,nan,2017,nan
01/03/2017 02:26:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,431,14,nan,nan,2017,nan
01/03/2017 03:30:00 PM,THEFT,$500 AND UNDER,CTA STATION,False,False,121,06,nan,nan,2017,nan
01/03/2017 02:50:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,823,04B,nan,nan,2017,nan
01/03/2017 08:25:00 AM,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,813,05,nan,nan,2017,nan
01/03/2017 06:00:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,822,05,nan,nan,2017,nan
01/03/2017 04:00:00 PM,THEFT,$500 AND UNDER,SIDEWALK,False,False,112,06,nan,nan,2017,nan
01/03/2017 06:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,1732,14,nan,nan,2017,nan
01/03/2017 11:40:00 AM,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,1633,03,nan,nan,2017,nan
01/03/2017 08:00:00 AM,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,333,06,nan,nan,2017,nan
01/03/2017 06:11:00 PM,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,False,2535,05,nan,nan,2017,nan
01/03/2017 03:53:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1011,14,nan,nan,2017,nan
01/03/2017 04:10:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1111,14,nan,nan,2017,nan
01/03/2017 04:00:00 PM,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,False,False,1732,11,nan,nan,2017,nan
01/03/2017 06:00:00 PM,THEFT,$500 AND UNDER,APARTMENT,False,True,1513,06,nan,nan,2017,nan
01/03/2017 01:00:00 PM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1931,05,nan,nan,2017,nan
01/03/2017 05:00:00 PM,THEFT,$500 AND UNDER,RESTAURANT,False,False,112,06,nan,nan,2017,nan
01/03/2017 02:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1022,08B,nan,nan,2017,nan
01/03/2017 06:20:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,735,07,nan,nan,2017,nan
01/03/2017 04:24:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,112,06,nan,nan,2017,nan
01/03/2017 06:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,334,08B,nan,nan,2017,nan
01/03/2017 05:23:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1223,08B,nan,nan,2017,nan
01/03/2017 05:14:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,624,08B,nan,nan,2017,nan
01/03/2017 01:16:00 PM,THEFT,OVER $500,PARK PROPERTY,True,False,1834,06,nan,nan,2017,nan
01/03/2017 10:00:00 AM,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,621,05,nan,nan,2017,nan
01/03/2017 06:50:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,431,08B,nan,nan,2017,nan
01/03/2017 02:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,False,1212,08B,nan,nan,2017,nan
01/03/2017 02:42:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),APARTMENT,True,False,314,18,nan,nan,2017,nan
01/03/2017 09:30:00 AM,THEFT,$500 AND UNDER,STREET,False,False,623,06,nan,nan,2017,nan
01/03/2017 12:01:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2422,14,nan,nan,2017,nan
01/03/2017 05:50:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,121,06,nan,nan,2017,nan
01/03/2017 06:55:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1811,08B,nan,nan,2017,nan
01/03/2017 03:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1221,08B,nan,nan,2017,nan
01/03/2017 05:43:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,False,False,2032,04B,nan,nan,2017,nan
01/03/2017 02:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1622,08B,nan,nan,2017,nan
01/03/2017 02:30:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,614,14,nan,nan,2017,nan
01/03/2017 06:18:00 PM,BATTERY,SIMPLE,SIDEWALK,False,False,1523,08B,nan,nan,2017,nan
01/03/2017 05:30:00 PM,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,722,04B,nan,nan,2017,nan
01/03/2017 05:35:00 PM,ROBBERY,ARMED: HANDGUN,DEPARTMENT STORE,False,False,723,03,nan,nan,2017,nan
01/03/2017 06:58:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1132,18,nan,nan,2017,nan
01/03/2017 06:02:00 PM,THEFT,$500 AND UNDER,OTHER,False,False,433,06,nan,nan,2017,nan
01/03/2017 05:00:00 PM,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,823,11,nan,nan,2017,nan
01/03/2017 01:00:00 PM,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,False,False,113,06,nan,nan,2017,nan
01/03/2017 06:30:00 AM,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,832,05,nan,nan,2017,nan
01/03/2017 04:25:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1834,06,nan,nan,2017,nan
01/03/2017 05:15:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,122,11,nan,nan,2017,nan
01/03/2017 05:00:00 PM,THEFT,$500 AND UNDER,OTHER,False,False,211,06,nan,nan,2017,nan
01/03/2017 05:30:00 PM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,False,False,321,11,nan,nan,2017,nan
01/03/2017 07:15:00 PM,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,1814,06,nan,nan,2017,nan
01/03/2017 06:53:00 PM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,624,14,nan,nan,2017,nan
01/03/2017 04:26:00 PM,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,1135,04B,nan,nan,2017,nan
01/03/2017 07:00:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,111,11,nan,nan,2017,nan
01/03/2017 03:45:00 PM,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,225,03,nan,nan,2017,nan
01/03/2017 04:42:00 PM,CRIMINAL DAMAGE,LIBRARY VANDALISM,LIBRARY,False,False,1421,14,nan,nan,2017,nan
01/03/2017 05:15:00 PM,THEFT,FROM BUILDING,RESTAURANT,False,False,122,06,nan,nan,2017,nan
01/03/2017 06:49:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SPORTS ARENA/STADIUM,True,False,931,18,nan,nan,2017,nan
01/03/2017 01:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1522,07,nan,nan,2017,nan
01/03/2017 05:15:00 PM,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1433,06,nan,nan,2017,nan
01/03/2017 04:53:00 PM,THEFT,$500 AND UNDER,OTHER,False,False,2523,06,nan,nan,2017,nan
01/03/2017 10:30:00 AM,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1713,05,nan,nan,2017,nan
01/03/2017 06:10:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1833,06,nan,nan,2017,nan
01/03/2017 05:50:00 PM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,1411,26,nan,nan,2017,nan
01/03/2017 05:50:00 PM,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,1432,06,nan,nan,2017,nan
01/03/2017 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2233,11,nan,nan,2017,nan
01/03/2017 05:55:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,112,06,nan,nan,2017,nan
01/03/2017 05:45:00 PM,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,611,06,nan,nan,2017,nan
01/03/2017 06:30:00 PM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,714,14,nan,nan,2017,nan
01/03/2017 08:25:00 PM,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,323,26,nan,nan,2017,nan
01/03/2017 07:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,723,08B,nan,nan,2017,nan
01/03/2017 07:52:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1824,18,nan,nan,2017,nan
01/03/2017 03:00:00 PM,ASSAULT,SIMPLE,SIDEWALK,False,False,1021,08A,nan,nan,2017,nan
01/03/2017 06:33:00 PM,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,1013,18,nan,nan,2017,nan
01/03/2017 07:38:00 PM,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,False,False,2522,03,nan,nan,2017,nan
01/03/2017 03:30:00 AM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,813,14,nan,nan,2017,nan
01/03/2017 01:30:00 PM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2533,14,nan,nan,2017,nan
01/03/2017 01:40:00 PM,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2522,05,nan,nan,2017,nan
01/03/2017 04:00:00 PM,ROBBERY,ARMED: HANDGUN,STREET,False,False,221,03,nan,nan,2017,nan
01/03/2017 07:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,False,935,07,nan,nan,2017,nan
01/03/2017 07:42:00 PM,NARCOTICS,POSS: COCAINE,STREET,True,False,724,18,nan,nan,2017,nan
01/03/2017 05:30:00 PM,THEFT,FROM BUILDING,OTHER,False,False,1432,06,nan,nan,2017,nan
01/03/2017 05:50:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,1432,11,nan,nan,2017,nan
01/03/2017 05:07:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,533,14,nan,nan,2017,nan
01/03/2017 02:50:00 PM,THEFT,FROM BUILDING,WAREHOUSE,False,False,2533,06,nan,nan,2017,nan
01/03/2017 07:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1724,08B,nan,nan,2017,nan
01/03/2017 04:50:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,522,08B,nan,nan,2017,nan
01/03/2017 06:56:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,2524,26,nan,nan,2017,nan
01/03/2017 06:20:00 PM,THEFT,FROM BUILDING,RESTAURANT,False,False,124,06,nan,nan,2017,nan
01/03/2017 06:57:00 PM,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,513,05,nan,nan,2017,nan
01/03/2017 07:41:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1115,18,nan,nan,2017,nan
01/03/2017 05:00:00 PM,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,True,False,714,20,nan,nan,2017,nan
01/03/2017 07:30:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1623,14,nan,nan,2017,nan
01/03/2017 04:50:00 PM,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,True,False,714,08A,nan,nan,2017,nan
01/03/2017 04:44:00 PM,ASSAULT,SIMPLE,SIDEWALK,False,False,1511,08A,nan,nan,2017,nan
01/03/2017 02:30:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2233,14,nan,nan,2017,nan
01/03/2017 06:00:00 PM,THEFT,POCKET-PICKING,CTA TRAIN,False,False,1834,06,nan,nan,2017,nan
01/03/2017 02:30:00 PM,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,233,05,nan,nan,2017,nan
01/03/2017 04:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1022,08B,nan,nan,2017,nan
01/03/2017 07:35:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,513,14,nan,nan,2017,nan
01/03/2017 04:00:00 PM,THEFT,OVER $500,STREET,False,False,1111,06,nan,nan,2017,nan
01/03/2017 05:26:00 PM,ASSAULT,SIMPLE,APARTMENT,False,False,2432,08A,nan,nan,2017,nan
01/03/2017 03:30:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,False,False,121,11,nan,nan,2017,nan
01/03/2017 04:30:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2532,14,nan,nan,2017,nan
01/03/2017 12:48:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,212,26,nan,nan,2017,nan
01/03/2017 06:15:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1822,06,nan,nan,2017,nan
01/03/2017 03:30:00 PM,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,221,26,nan,nan,2017,nan
01/03/2017 04:30:00 PM,THEFT,PURSE-SNATCHING,STREET,False,False,1132,06,nan,nan,2017,nan
01/03/2017 11:00:00 AM,THEFT,$500 AND UNDER,STREET,False,False,2533,06,nan,nan,2017,nan
01/03/2017 01:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1724,14,nan,nan,2017,nan
01/03/2017 05:40:00 PM,BURGLARY,HOME INVASION,APARTMENT,False,False,1623,05,nan,nan,2017,nan
01/03/2017 01:00:00 PM,THEFT,RETAIL THEFT,OTHER,False,False,622,06,nan,nan,2017,nan
01/03/2017 04:00:00 PM,THEFT,POCKET-PICKING,CTA BUS,False,False,1925,06,nan,nan,2017,nan
01/03/2017 06:00:00 AM,THEFT,$500 AND UNDER,GAS STATION,False,False,522,06,nan,nan,2017,nan
01/03/2017 04:00:00 PM,ASSAULT,SIMPLE,SIDEWALK,False,False,522,08A,nan,nan,2017,nan
01/03/2017 10:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,912,07,nan,nan,2017,nan
01/03/2017 06:20:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,922,07,nan,nan,2017,nan
01/03/2017 08:30:00 PM,THEFT,$500 AND UNDER,RESTAURANT,False,False,1712,06,nan,nan,2017,nan
01/03/2017 07:40:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2413,08B,nan,nan,2017,nan
01/03/2017 08:09:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,212,08B,nan,nan,2017,nan
01/03/2017 08:30:00 AM,THEFT,$500 AND UNDER,STREET,False,False,1213,06,nan,nan,2017,nan
01/03/2017 10:00:00 AM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2211,11,nan,nan,2017,nan
01/03/2017 06:00:00 PM,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,ALLEY,False,False,1122,07,nan,nan,2017,nan
01/03/2017 08:04:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",True,False,1031,18,nan,nan,2017,nan
01/03/2017 05:30:00 AM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,False,1032,26,nan,nan,2017,nan
01/03/2017 06:00:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,False,False,1834,11,nan,nan,2017,nan
01/03/2017 12:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,924,07,nan,nan,2017,nan
01/03/2017 09:00:00 PM,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,831,05,nan,nan,2017,nan
01/03/2017 06:00:00 PM,THEFT,OVER $500,ATHLETIC CLUB,False,False,1432,06,nan,nan,2017,nan
01/03/2017 05:30:00 PM,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1432,06,nan,nan,2017,nan
01/03/2017 05:00:00 PM,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),True,False,1012,03,nan,nan,2017,nan
01/03/2017 05:24:00 PM,ASSAULT,SIMPLE,APARTMENT,False,False,1134,08A,nan,nan,2017,nan
01/03/2017 08:15:00 PM,ASSAULT,SIMPLE,APARTMENT,False,True,815,08A,nan,nan,2017,nan
01/03/2017 08:45:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,False,1111,07,nan,nan,2017,nan
01/03/2017 02:45:00 PM,THEFT,$500 AND UNDER,STREET,False,False,1434,06,nan,nan,2017,nan
01/03/2017 09:00:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1424,05,nan,nan,2017,nan
01/03/2017 02:45:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1434,11,nan,nan,2017,nan
01/03/2017 09:15:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,HOTEL/MOTEL,False,False,2011,04A,nan,nan,2017,nan
01/03/2017 05:15:00 PM,ASSAULT,SIMPLE,APARTMENT,False,True,322,08A,nan,nan,2017,nan
01/03/2017 09:15:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,False,False,1122,04A,nan,nan,2017,nan
01/03/2017 09:30:00 PM,ASSAULT,SIMPLE,RESIDENCE,False,False,1233,08A,nan,nan,2017,nan
01/03/2017 04:00:00 PM,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,422,26,nan,nan,2017,nan
01/03/2017 05:40:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,614,15,nan,nan,2017,nan
01/03/2017 09:07:00 PM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,414,14,nan,nan,2017,nan
01/03/2017 07:08:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,732,08B,nan,nan,2017,nan
01/03/2017 09:20:00 PM,ASSAULT,SIMPLE,CHA APARTMENT,False,True,434,08A,nan,nan,2017,nan
01/03/2017 10:59:00 AM,ASSAULT,SIMPLE,RESIDENCE,False,False,1731,08A,nan,nan,2017,nan
01/03/2017 09:28:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,913,07,nan,nan,2017,nan
01/03/2017 08:30:00 PM,ASSAULT,SIMPLE,SMALL RETAIL STORE,True,False,632,08A,nan,nan,2017,nan
01/03/2017 05:56:00 PM,ROBBERY,ARMED: HANDGUN,STREET,False,False,412,03,nan,nan,2017,nan
01/03/2017 09:20:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1531,08B,nan,nan,2017,nan
01/03/2017 06:57:00 PM,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESIDENCE,False,False,2514,10,nan,nan,2017,nan
01/03/2017 07:20:00 PM,THEFT,$500 AND UNDER,SIDEWALK,False,False,2534,06,nan,nan,2017,nan
01/03/2017 09:15:00 PM,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,321,26,nan,nan,2017,nan
01/03/2017 07:48:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1112,18,nan,nan,2017,nan
01/03/2017 07:00:00 PM,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,811,11,nan,nan,2017,nan
01/03/2017 08:00:00 PM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,HOTEL/MOTEL,True,False,114,11,nan,nan,2017,nan
01/03/2017 11:30:00 AM,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,811,11,nan,nan,2017,nan
01/03/2017 09:45:00 PM,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,922,14,nan,nan,2017,nan
01/03/2017 07:55:00 PM,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE-GARAGE,True,False,2024,07,nan,nan,2017,nan
01/03/2017 08:55:00 PM,ROBBERY,STRONGARM - NO WEAPON,OTHER,False,False,1434,03,nan,nan,2017,nan
01/03/2017 06:45:00 AM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,1432,26,nan,nan,2017,nan
01/03/2017 07:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,2424,07,nan,nan,2017,nan
01/03/2017 09:12:00 PM,ROBBERY,ARMED: HANDGUN,STREET,False,False,1713,03,nan,nan,2017,nan
01/03/2017 06:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1732,14,nan,nan,2017,nan
01/03/2017 06:52:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,812,15,nan,nan,2017,nan
01/03/2017 09:10:00 PM,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1732,03,nan,nan,2017,nan
01/03/2017 09:05:00 PM,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,1712,18,nan,nan,2017,nan
01/03/2017 09:11:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,1022,14,nan,nan,2017,nan
01/03/2017 07:15:00 PM,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,2535,03,nan,nan,2017,nan
01/03/2017 09:25:00 PM,OTHER OFFENSE,PAROLE VIOLATION,STREET,True,False,2535,26,nan,nan,2017,nan
01/03/2017 09:40:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,732,08B,nan,nan,2017,nan
01/03/2017 09:55:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,732,18,nan,nan,2017,nan
01/03/2017 09:07:00 PM,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,True,False,1111,24,nan,nan,2017,nan
01/03/2017 04:17:00 PM,STALKING,CYBERSTALKING,RESIDENCE,False,True,924,08A,nan,nan,2017,nan
01/03/2017 09:45:00 PM,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),False,True,2532,04A,nan,nan,2017,nan
01/03/2017 09:19:00 PM,BATTERY,SIMPLE,CTA PLATFORM,False,False,123,08B,nan,nan,2017,nan
01/03/2017 08:36:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1121,18,nan,nan,2017,nan
01/03/2017 06:46:00 PM,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,True,False,714,26,nan,nan,2017,nan
01/03/2017 08:05:00 PM,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,1132,04A,nan,nan,2017,nan
01/03/2017 10:50:00 PM,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,False,True,434,14,nan,nan,2017,nan
01/03/2017 05:33:00 AM,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,121,05,nan,nan,2017,nan
01/03/2017 06:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,623,08B,nan,nan,2017,nan
01/03/2017 08:04:00 PM,ROBBERY,ARMED: HANDGUN,ALLEY,True,False,123,03,nan,nan,2017,nan
01/03/2017 07:48:00 PM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1733,03,nan,nan,2017,nan
01/03/2017 10:30:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,631,15,nan,nan,2017,nan
01/03/2017 10:05:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2535,14,nan,nan,2017,nan
